# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = tmphate1ayn_model
# start_datetime = 2022-03-05 18:14:52 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/4p/0qz7dp9d0z77llrj1f8zbg1w0000gn/T/tmpc6s5sv7i/zicss1ai.json
# init = 2 (Default)
# random
#   seed = 12460
# output
#   file = /Users/patryktomaszewski/studies/bachelor1/data analitycs/Data-Analytics-labs/Lab 1 - Python review/results/bern_1-20220305191452_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-13.7552,0.830373,1.15816,1,1,0,13.9254,0.450847
-13.2599,0.866781,1.15816,1,3,0,14.9745,0.758255
-13.7986,0.836723,1.15816,1,3,0,15.0527,0.447746
-12.5247,1,1.15816,1,3,0,13.4112,0.60895
-12.5637,0.98729,1.15816,1,1,0,12.5663,0.592874
-12.5057,0.962586,1.15816,2,3,0,12.7391,0.637873
-12.5199,0.99255,1.15816,2,3,0,12.5418,0.611752
-12.5234,0.837221,1.15816,2,3,0,13.3194,0.609652
-12.5042,0.988078,1.15816,2,3,0,12.5795,0.632902
-12.9021,0.89902,1.15816,1,3,0,12.9527,0.725695
-12.5928,1,1.15816,1,1,0,12.8136,0.677268
-12.5149,0.988657,1.15816,2,3,0,12.6426,0.61519
-12.8818,0.898982,1.15816,1,3,0,12.9826,0.723399
-12.5186,1,1.15816,2,3,0,12.8708,0.612579
-12.6619,0.957002,1.15816,1,3,0,12.7221,0.692059
-12.9077,0.92271,1.15816,2,3,0,13.2121,0.529489
-12.5864,1,1.15816,1,1,0,12.8041,0.586007
-12.6121,0.991491,1.15816,1,1,0,12.6353,0.579288
-12.6121,0.596809,1.15816,1,3,0,13.8808,0.579288
-13.796,0.689956,1.15816,1,3,0,14.3787,0.792332
-12.9923,1,1.15816,1,1,0,13.6204,0.735151
-12.6287,1,1.15816,2,3,0,12.8996,0.57536
-12.576,0.882473,1.15816,2,3,0,13.1308,0.589034
-13.1353,0.828469,1.15816,1,1,0,13.1353,0.503497
-15.2311,0.493684,1.15816,1,1,0,15.2782,0.366938
-12.547,1,1.15816,1,3,0,14.7918,0.663585
-12.5399,1,1.15816,1,1,0,12.5547,0.660847
-12.9963,0.877335,1.15816,1,3,0,13.1357,0.518668
-12.704,0.92481,1.15816,2,3,0,13.5232,0.699359
-12.5369,1,1.15816,2,3,0,12.6745,0.602965
-12.6411,0.889081,1.15816,2,3,0,13.0235,0.572583
-12.5345,0.977973,1.15816,2,3,0,12.7664,0.658579
-12.5073,0.998185,1.15816,1,3,0,12.5375,0.622645
-12.8668,0.904124,1.15816,1,3,0,12.9401,0.721659
-12.862,1,1.15816,1,1,0,12.9685,0.72109
-12.5841,1,1.15816,1,1,0,12.7821,0.675019
-12.6931,0.919114,1.15816,2,3,0,13.0625,0.697558
-12.6931,0.920783,1.15816,1,1,0,12.9225,0.697558
-12.9654,0.97311,1.15816,2,3,0,12.9739,0.522316
-12.639,1,1.15816,1,1,0,12.8705,0.573044
-12.524,0.95584,1.15816,2,3,0,12.8651,0.653491
-12.5603,0.988928,1.15816,1,1,0,12.5624,0.668108
-12.5041,0.982153,1.15816,2,3,0,12.6601,0.630585
-12.5146,0.997127,1.15816,1,3,0,12.5162,0.647559
-12.5053,1,1.15816,1,3,0,12.5117,0.637037
-12.538,0.99146,1.15816,2,3,0,12.5546,0.602483
-12.5053,0.984673,1.15816,2,3,0,12.6117,0.636953
-12.5536,0.98782,1.15816,1,3,0,12.5556,0.665911
-13.5645,0.783144,1.15816,1,3,0,13.6128,0.779027
-12.6859,0.924915,1.15816,1,3,0,13.8487,0.563476
-12.6636,1,1.15816,1,1,0,12.7277,0.567869
-12.5558,1,1.15816,1,1,0,12.6341,0.59555
-12.8737,0.902458,1.15816,1,3,0,13.0527,0.722465
-14.3171,0.831623,1.15816,2,3,0,14.6237,0.414389
-14.1989,1,1.15816,1,1,0,14.8322,0.42147
-14.0139,1,1.15816,1,1,0,14.6195,0.433136
-13.0463,1,1.15816,1,1,0,13.7697,0.512984
-12.9442,1,1.15816,1,1,0,13.1444,0.524902
-12.6397,1,1.15816,1,1,0,12.8579,0.572891
-13.183,0.922106,1.15816,2,3,0,13.1903,0.498688
-12.6752,1,1.15816,1,1,0,13.0261,0.565559
-12.6752,0.605828,1.15816,1,3,0,14.5306,0.565559
-12.5268,0.877648,1.15816,2,3,0,13.2745,0.654929
-12.5623,0.96762,1.15816,2,3,0,12.692,0.668735
-13.1293,0.878245,1.15816,1,3,0,13.1369,0.747726
-14.1076,0.919568,1.15816,2,3,0,14.1471,0.427133
-13.062,1,1.15816,1,1,0,13.8362,0.511263
-12.5338,1,1.15816,1,3,0,12.8902,0.604369
-12.5306,1,1.15816,1,1,0,12.5408,0.605864
-13.0435,0.873705,1.15816,1,3,0,13.0484,0.513302
-14.0112,0.892465,1.15816,2,3,0,14.0959,0.433311
-12.6709,1,1.15816,1,1,0,13.5556,0.566389
-12.546,0.89757,1.15816,2,3,0,13.1122,0.599182
-12.593,0.98461,1.15816,1,1,0,12.6009,0.584206
-12.9037,0.900801,1.15816,1,1,0,12.9096,0.529996
-13.0742,0.943477,1.15816,1,1,0,13.1848,0.509938
-12.8105,1,1.15816,1,1,0,13.0543,0.54282
-12.9106,0.634811,1.15816,2,3,0,14.7707,0.529107
-12.9106,0.638711,1.15816,1,1,0,13.8122,0.529107
-13.4551,0.830273,1.15816,1,1,0,13.532,0.474057
-13.4551,0.145536,1.15816,1,3,0,18.2882,0.474057
-12.6313,1,1.15816,2,3,0,13.177,0.574766
-13.2622,0.811408,1.15816,1,3,0,13.6888,0.758429
-12.9331,1,1.15816,1,1,0,13.2407,0.729072
-14.2981,0.887755,1.15816,2,3,0,14.2981,0.816355
-13.0801,1,1.15816,1,1,0,14.0155,0.74342
-12.6688,1,1.15816,2,3,0,12.9708,0.693325
-12.6688,0.736836,1.15816,1,3,0,13.8736,0.693325
-12.5059,0.995982,1.15816,1,3,0,12.6488,0.624976
-12.5156,0.978182,1.15816,2,3,0,12.6063,0.614654
-12.557,0.98625,1.15816,2,3,0,12.5868,0.667035
-13.4135,0.797124,1.15816,2,3,0,14.0409,0.769283
-13.0948,1,1.15816,1,1,0,13.4357,0.744724
-13.435,0.917857,1.15816,1,1,0,13.5342,0.770734
-12.5046,0.980328,1.15816,1,3,0,13.3053,0.627938
-14.1476,0.628657,1.15816,1,3,0,14.4797,0.809719
-13.637,1,1.15816,1,1,0,14.2171,0.783387
-12.8391,1,1.15816,1,1,0,13.4366,0.718337
-12.6652,1,1.15816,1,1,0,12.8119,0.692653
-12.5822,0.953037,1.15816,2,3,0,12.9808,0.674506
-12.6363,0.934914,1.15816,2,3,0,12.9553,0.68708
-12.5667,1,1.15816,1,1,0,12.625,0.67009
-12.7419,0.917497,1.15816,2,3,0,13.0442,0.553537
-12.5582,0.839359,1.15816,2,3,0,13.5637,0.66744
-12.5698,0.959229,1.15816,2,3,0,12.7759,0.671038
-12.5043,0.994372,1.15816,2,3,0,12.6,0.633872
-12.5747,0.981708,1.15816,1,3,0,12.5806,0.672429
-12.7766,0.832323,1.15816,2,3,0,13.5672,0.547954
-12.5571,1,1.15816,1,1,0,12.7056,0.595095
-12.5682,0.998783,1.15816,2,3,0,12.5838,0.591422
-12.5372,0.944122,1.15816,2,3,0,12.8015,0.602802
-12.5681,0.989915,1.15816,1,1,0,12.5749,0.591472
-12.5629,1,1.15816,1,1,0,12.5847,0.593135
-12.9845,0.86823,1.15816,1,1,0,12.9846,0.520049
-12.6133,1,1.15816,1,1,0,12.867,0.578996
-12.7316,0.961079,1.15816,1,1,0,12.7535,0.555269
-13.765,0.851008,1.15816,2,3,0,13.8392,0.790649
-12.5529,0.942827,1.15816,1,3,0,13.7832,0.596593
-13.029,0.814927,1.15816,2,3,0,13.5254,0.738702
-12.5377,1,1.15816,2,3,0,12.9792,0.602603
-13.1721,0.732272,1.15816,2,3,0,13.9855,0.751311
-12.8023,0.914295,1.15816,2,3,0,14.0335,0.713673
-14.6519,0.743798,1.15816,2,3,0,15.2326,0.395652
-12.5041,1,1.15816,1,3,0,14.1129,0.631608
-13.1681,0.849494,1.15816,2,3,0,13.4676,0.750979
-13.2495,0.97955,1.15816,1,1,0,13.4158,0.757459
-14.5653,0.738519,1.15816,1,1,0,14.5857,0.827181
-12.7124,0.938801,1.15816,2,3,0,15.1312,0.700716
-14.5794,0.661706,1.15816,1,3,0,14.637,0.827719
-15.4798,0.848467,1.15816,1,1,0,15.7488,0.857389
-14.3107,1,1.15816,2,3,0,15.4368,0.816889
-13.9416,1,1.15816,1,1,0,14.5063,0.799893
-12.5134,0.9858,1.15816,1,3,0,13.6881,0.646607
-12.5375,0.997015,1.15816,2,3,0,12.5398,0.602689
-13.3623,0.587357,1.15816,2,3,0,14.7688,0.481991
-12.5155,1,1.15816,1,3,0,13.2215,0.648189
-12.5592,0.993404,1.15816,2,3,0,12.5665,0.594376
-12.9502,0.87732,1.15816,1,1,0,12.9503,0.524166
-12.9424,1,1.15816,1,1,0,13.0936,0.525124
-13.9254,0.715105,1.15816,1,1,0,13.9823,0.438995
-13.1608,1,1.15816,2,3,0,13.7113,0.750378
-12.9059,0.666278,1.15816,2,3,0,15.8741,0.529715
-12.6048,1,1.15816,2,3,0,12.8569,0.68019
-12.6982,0.972956,1.15816,1,1,0,12.7148,0.698411
-12.9457,0.865935,1.15816,2,3,0,13.6725,0.730401
-14.0094,0.766154,1.15816,1,1,0,14.0156,0.803228
-12.5138,0.951926,1.15816,1,3,0,13.8929,0.616048
-12.515,0.999879,1.15816,2,3,0,12.5179,0.615172
-12.6581,0.957875,1.15816,1,3,0,12.7105,0.69134
-12.6271,1,1.15816,1,1,0,12.6805,0.685164
-12.6271,0.531731,1.15816,1,3,0,14.6936,0.685164
-12.5978,1,1.15816,1,1,0,12.6417,0.678504
-12.5661,1,1.15816,1,1,0,12.6021,0.66991
-12.6679,0.990043,1.15816,2,3,0,12.6744,0.693149
-12.6607,1,1.15816,1,1,0,12.7115,0.691822
-12.9973,0.856188,1.15816,2,3,0,13.6879,0.735638
-12.8391,0.942967,1.15816,2,3,0,13.494,0.538703
-12.6055,1,1.15816,1,1,0,12.7724,0.580933
-12.5189,1,1.15816,1,1,0,12.5772,0.612431
-13.2446,0.822367,1.15816,1,3,0,13.2644,0.492722
-12.8899,0.909481,1.15816,2,3,0,13.9738,0.724326
-12.6273,1,1.15816,1,1,0,12.8221,0.685214
-12.515,1,1.15816,2,3,0,12.6193,0.615164
-13.8096,0.688165,1.15816,1,3,0,14.1344,0.79306
-13.2048,1,1.15816,1,1,0,13.7462,0.753955
-12.6754,1,1.15816,1,1,0,13.0601,0.694508
-12.5062,1,1.15816,1,3,0,12.6337,0.638672
-12.6002,0.842034,1.15816,2,3,0,13.3149,0.582305
-12.5455,1,1.15816,2,3,0,12.5839,0.663013
-12.6149,0.693682,1.15816,2,3,0,14.4277,0.578612
-12.6001,1,1.15816,1,1,0,12.6391,0.582326
-12.5124,0.999771,1.15816,2,3,0,12.6054,0.645744
-12.5047,0.99837,1.15816,2,3,0,12.5216,0.635449
-12.7583,0.836989,1.15816,2,3,0,13.3318,0.707649
-12.9939,0.976242,1.15816,2,3,0,12.9942,0.518947
-12.6191,1,1.15816,1,1,0,12.8761,0.577604
-12.6191,0.484127,1.15816,1,3,0,14.391,0.577604
-13.5769,0.854499,1.15816,2,3,0,13.5769,0.464224
-12.6744,1,1.15816,2,3,0,13.566,0.694328
-13.3081,0.839343,1.15816,1,1,0,13.3085,0.761855
-17.4335,0.467518,1.15816,1,3,0,17.5976,0.900897
-12.517,0.844783,1.15816,1,3,0,17.5073,0.613682
-12.8245,0.821274,1.15816,2,3,0,13.3683,0.54078
-12.5549,1,1.15816,1,1,0,12.7355,0.595895
-12.5045,0.999477,1.15816,1,3,0,12.5466,0.634845
-12.5043,1,1.15816,2,3,0,12.5045,0.633848
-12.8641,0.908723,1.15816,1,3,0,12.9068,0.721341
-12.9198,0.994967,1.15816,2,3,0,13.0127,0.72764
-12.9273,0.997956,1.15816,1,1,0,13.0456,0.728455
-14.702,0.678384,1.15816,2,3,0,16.1515,0.832307
-12.6638,0.946838,1.15816,2,3,0,15.1417,0.692402
-12.5047,0.948643,1.15816,2,3,0,12.9784,0.635323
-12.7255,0.855757,1.15816,2,3,0,13.2297,0.702783
-13.384,0.836384,1.15816,1,1,0,13.3866,0.767257
-14.271,0.816559,1.15816,1,1,0,14.3484,0.81519
-13.4206,1,1.15816,1,1,0,14.1659,0.769765
-15.6259,0.622423,1.15816,1,1,0,15.626,0.861466
-14.0682,1,1.15816,1,1,0,15.4138,0.806042
-15.0537,0.711843,1.15816,1,3,0,17.6922,0.375303
-14.1318,1,1.15816,1,1,0,15.1699,0.425619
-12.7111,0.95897,1.15816,1,3,0,14.314,0.700513
-12.9605,0.809645,1.15816,2,3,0,14.0665,0.522914
-14.266,0.641194,1.15816,1,1,0,14.3109,0.417419
-12.9959,1,1.15816,1,1,0,13.8885,0.518716
-12.5355,0.986503,1.15816,2,3,0,13.0841,0.658993
-13.0093,0.873392,1.15816,1,3,0,13.1426,0.51716
-14.5822,0.58627,1.15816,1,1,0,14.6258,0.399407
-13.4257,1,1.15816,2,3,0,14.2816,0.770107
-13.0773,1,1.15816,1,1,0,13.4316,0.743166
-12.7521,1,1.15816,2,3,0,12.9794,0.551858
-12.6606,1,1.15816,2,3,0,12.7607,0.568466
-12.5216,0.865011,1.15816,2,3,0,13.3188,0.652117
-12.5264,0.983412,1.15816,2,3,0,12.602,0.654741
-12.6764,0.844805,1.15816,2,3,0,13.3513,0.69467
-12.5988,1,1.15816,1,1,0,12.6704,0.678756
-12.514,0.994207,1.15816,1,3,0,12.6082,0.615902
-12.6121,0.970486,1.15816,1,3,0,12.6526,0.681889
-12.9837,0.579096,1.15816,2,3,0,15.3282,0.734293
-12.5741,0.950206,1.15816,2,3,0,13.3612,0.672257
-12.9005,0.907568,1.15816,1,3,0,13.078,0.530417
-14.304,0.81728,1.15816,2,3,0,14.3323,0.415162
-13.0263,1,1.15816,1,1,0,13.9312,0.515223
-12.7945,1,1.15816,1,1,0,13.0154,0.545199
-13.1537,0.961587,1.15816,2,3,0,13.2105,0.501617
-12.6357,1,1.15816,1,1,0,12.9856,0.573786
-12.5303,0.975804,1.15816,2,3,0,12.7764,0.656636
-12.672,0.975974,1.15816,2,3,0,12.7071,0.566182
-14.2543,0.604782,1.15816,1,3,0,15.1358,0.814464
-12.5465,0.928923,1.15816,1,3,0,14.2441,0.598987
-12.7312,0.940457,1.15816,1,1,0,12.7327,0.555342
-12.5186,0.992935,1.15816,1,3,0,12.7276,0.650321
-13.5593,0.689745,1.15816,2,3,0,14.3695,0.46561
-13.3192,1,1.15816,1,1,0,13.719,0.485828
-12.837,1,1.15816,1,1,0,13.2145,0.538993
-12.8649,0.990556,1.15816,1,1,0,12.972,0.535131
-14.9608,0.49103,1.15816,1,1,0,14.9666,0.379827
-14.2779,1,1.15816,1,1,0,15.2335,0.416706
-12.5825,0.993361,1.15816,1,3,0,14.1415,0.674588
-12.7957,0.857698,1.15816,2,3,0,13.4251,0.545022
-12.5314,1,1.15816,1,3,0,12.7083,0.605463
-12.5041,0.974906,1.15816,2,3,0,12.647,0.630563
-12.8932,0.899365,1.15816,1,3,0,12.9247,0.531367
-12.7219,1,1.15816,1,1,0,12.8859,0.556952
-12.5554,0.950517,1.15816,2,3,0,13.0018,0.666498
-13.0107,0.901303,1.15816,1,3,0,13.0149,0.736946
-14.4517,0.650447,1.15816,1,3,0,15.5422,0.406635
-14.1616,1,1.15816,1,1,0,14.8708,0.423767
-14.1616,0.422684,1.15816,1,1,0,16.2499,0.423767
-12.894,1,1.15816,1,1,0,13.7618,0.531265
-12.7232,1,1.15816,1,1,0,12.8873,0.556723
-14.5303,0.540828,1.15816,1,1,0,14.5303,0.402248
-15.7077,0.685571,1.15816,1,1,0,16.2155,0.346028
-13.0856,1,1.15816,2,3,0,15.5971,0.743909
-12.6608,1,1.15816,1,1,0,12.9707,0.691844
-12.5241,0.907894,1.15816,2,3,0,13.218,0.653507
-12.6214,0.986471,1.15816,2,3,0,12.6215,0.683952
-12.5094,0.985703,1.15816,2,3,0,12.7062,0.642958
-13.6355,0.741977,1.15816,1,3,0,13.7732,0.783298
-12.5705,1,1.15816,1,3,0,13.3726,0.671221
-12.5426,0.970261,1.15816,2,3,0,12.736,0.661917
-12.8059,0.897651,1.15816,2,3,0,13.154,0.714141
-13.3936,0.855333,1.15816,1,1,0,13.4083,0.767924
-13.3936,0.658899,1.15816,1,1,0,14.8921,0.767924
-12.6511,1,1.15816,2,3,0,13.2262,0.570443
-12.5817,1,1.15816,2,3,0,12.6446,0.587354
-12.5111,1,1.15816,2,3,0,12.5849,0.644612
-12.5238,0.996034,1.15816,1,1,0,12.5246,0.653377
-13.3851,0.805079,1.15816,1,3,0,13.4464,0.767335
-12.7026,1,1.15816,2,3,0,13.211,0.560375
-12.5558,0.969717,1.15816,2,3,0,12.8808,0.666639
-12.5168,0.985691,1.15816,2,3,0,12.6395,0.649086
-12.7923,0.934821,1.15816,1,3,0,12.801,0.712345
-12.9187,0.965703,1.15816,1,1,0,12.9795,0.727516
-14.0957,0.744084,1.15816,1,1,0,14.0973,0.807329
-12.6465,0.940659,1.15816,2,3,0,14.601,0.689108
-13.8369,0.708327,1.15816,1,3,0,14.2818,0.445057
-16.9186,0.370805,1.15816,1,1,0,17.057,0.300861
-13.0238,1,1.15816,1,3,0,15.6197,0.515513
-12.5051,0.939656,1.15816,2,3,0,13.3561,0.636627
-12.5618,0.953083,1.15816,2,3,0,12.7306,0.6686
-12.6112,0.944691,1.15816,2,3,0,12.867,0.681665
-12.578,1,1.15816,1,1,0,12.6183,0.673365
-12.9555,0.89454,1.15816,1,3,0,13.1487,0.52352
-12.9626,0.997568,1.15816,1,1,0,13.1132,0.522657
-12.5262,0.990575,1.15816,1,3,0,12.9358,0.654637
-12.5104,1,1.15816,1,1,0,12.5217,0.643921
-12.5047,0.999657,1.15816,1,3,0,12.5108,0.627746
-12.505,0.99771,1.15816,2,3,0,12.5155,0.626736
-12.7054,0.946227,1.15816,1,3,0,12.7399,0.699595
-13.3435,0.839921,1.15816,1,1,0,13.3452,0.764413
-13.8406,0.889255,1.15816,1,1,0,13.967,0.794709
-12.9501,1,1.15816,2,3,0,13.6308,0.73086
-12.5267,1,1.15816,1,3,0,12.8361,0.654867
-13.0233,0.868576,1.15816,1,3,0,13.1414,0.515562
-14.3358,0.639991,1.15816,1,1,0,14.3949,0.413294
-12.5377,1,1.15816,1,3,0,13.7801,0.602605
-12.5085,0.791325,1.15816,2,3,0,13.5895,0.621184
-12.6154,0.972781,1.15816,1,3,0,12.6173,0.578486
-14.4973,0.555207,1.15816,1,3,0,15.3549,0.82453
-12.5407,0.988156,1.15816,1,3,0,14.14,0.661152
-12.5177,1,1.15816,1,1,0,12.5352,0.649724
-12.9395,0.697926,1.15816,2,3,0,14.1959,0.729755
-12.5356,0.944052,1.15816,2,3,0,13.236,0.603551
-12.5743,0.995942,1.15816,2,3,0,12.5747,0.672335
-12.5418,1,1.15816,1,1,0,12.5714,0.66159
-12.5045,0.982389,1.15816,2,3,0,12.6357,0.634656
-13.5448,0.748618,1.15816,1,3,0,13.6402,0.466761
-12.6455,1,1.15816,2,3,0,13.5706,0.688925
-12.5376,1,1.15816,1,1,0,12.614,0.659877
-12.5376,0.66422,1.15816,1,3,0,13.8145,0.659877
-13.1862,0.855203,1.15816,1,3,0,13.2104,0.752459
-12.8955,1,1.15816,1,1,0,13.1706,0.724954
-12.7132,1,1.15816,2,3,0,12.8772,0.700845
-12.8292,0.96775,1.15816,1,1,0,12.871,0.717106
-12.6018,0.777032,1.15816,2,3,0,14.3895,0.679467
-12.5386,1,1.15816,1,1,0,12.586,0.660301
-12.5946,0.983145,1.15816,1,1,0,12.5985,0.677714
-12.5946,0.751196,1.15816,1,3,0,13.5184,0.677714
-12.9541,0.901385,1.15816,1,1,0,12.9544,0.731275
-12.6304,1,1.15816,1,1,0,12.8665,0.68586
-13.4237,0.843547,1.15816,1,3,0,13.4279,0.769976
-14.0887,0.858388,1.15816,1,1,0,14.2038,0.807004
-13.0295,1,1.15816,1,1,0,13.8427,0.738751
-12.844,1,1.15816,1,1,0,13.0439,0.718934
-13.6564,0.936494,1.15816,2,3,0,13.6639,0.784521
-15.147,0.731484,1.15816,1,1,0,15.1961,0.847414
-13.1818,0.993884,1.15816,1,3,0,14.6974,0.752104
-12.5243,1,1.15816,2,3,0,13.1453,0.60917
-12.6118,0.969463,1.15816,2,3,0,12.6794,0.6818
-12.5271,1,1.15816,2,3,0,12.5944,0.607645
-12.5182,1,1.15816,2,3,0,12.5275,0.612838
-14.7969,0.652018,1.15816,2,3,0,15.2626,0.835724
-12.5935,1,1.15816,2,3,0,14.3891,0.584069
-12.5153,0.974108,1.15816,2,3,0,12.7271,0.648054
-12.5724,0.982532,1.15816,1,1,0,12.5725,0.671791
-12.8506,0.919925,1.15816,1,3,0,13.0165,0.537093
-13.2924,0.859994,1.15816,1,1,0,13.3594,0.488266
-12.955,1,1.15816,1,1,0,13.2862,0.523583
-13.9577,0.710365,1.15816,1,1,0,14.0167,0.436835
-12.8996,1,1.15816,1,1,0,13.6393,0.53053
-14.4919,0.55906,1.15816,2,3,0,16.1765,0.824316
-13.9527,1,1.15816,1,1,0,14.6175,0.800446
-13.0348,1,1.15816,2,3,0,13.7495,0.739252
-13.9193,0.803836,1.15816,1,1,0,13.9447,0.798768
-12.6234,1,1.15816,2,3,0,13.6695,0.576582
-12.5085,0.968201,1.15816,2,3,0,12.7752,0.621125
-13.1792,0.827993,1.15816,1,3,0,13.3205,0.751896
-16.1176,0.600008,1.15816,1,3,0,16.1649,0.874029
-13.7542,1,1.15816,2,3,0,15.6515,0.790057
-12.5523,0.943373,1.15816,1,3,0,13.7712,0.596824
-12.5184,1,1.15816,2,3,0,12.5445,0.650154
-12.5629,0.969947,1.15816,2,3,0,12.6709,0.668921
-12.7011,0.986091,1.15816,2,3,0,12.7047,0.698886
-12.5376,0.984583,1.15816,1,3,0,12.7459,0.602631
-12.5132,1,1.15816,1,1,0,12.5304,0.616554
-12.5046,0.999652,1.15816,1,3,0,12.513,0.635163
-12.5326,0.992225,1.15816,1,3,0,12.5379,0.604931
-13.236,0.695703,1.15816,2,3,0,14.2057,0.756413
-12.5059,0.976744,1.15816,2,3,0,13.3531,0.638139
-14.201,0.705968,1.15816,2,3,0,14.7672,0.812121
-14.0858,1,1.15816,1,1,0,14.5439,0.806868
-13.163,1,1.15816,2,3,0,13.9049,0.750558
-13.4349,0.83434,1.15816,2,3,0,14.8408,0.475744
-13.2863,1,1.15816,1,1,0,13.627,0.488825
-13.0027,0.794492,1.15816,2,3,0,14.6192,0.736176
-12.5416,0.972198,1.15816,1,3,0,13.0347,0.600943
-12.5063,0.925024,1.15816,2,3,0,12.8871,0.624135
-12.5988,0.974024,1.15816,1,3,0,12.6205,0.678761
-12.5262,1,1.15816,1,1,0,12.5774,0.654641
-12.5813,0.993435,1.15816,2,3,0,12.5866,0.587467
-12.7836,0.934484,1.15816,1,1,0,12.7913,0.546857
-12.5432,1,1.15816,1,1,0,12.704,0.600286
-12.5084,0.875745,1.15816,2,3,0,13.1302,0.621222
-12.617,0.97538,1.15816,2,3,0,12.6566,0.682975
-13.6953,0.801072,1.15816,2,3,0,14.1476,0.455222
-13.1445,1,1.15816,1,1,0,13.6561,0.502554
-12.5102,0.940958,1.15816,2,3,0,13.4714,0.643763
-12.584,0.982372,1.15816,1,3,0,12.5847,0.675
-12.8211,0.705477,1.15816,2,3,0,14.3499,0.716094
-12.8211,0.48856,1.15816,1,3,0,15.3541,0.716094
-12.8211,0.542591,1.15816,1,3,0,15.0168,0.716094
-12.5131,1,1.15816,1,3,0,12.7413,0.646375
